trust_code,trust_name,specialty_code,specialty_name,is_surgical_specialty,specialty_inclusion_criteria,total_months,part2a_available_months,latest_part2a_value,latest_total_incomplete_value,part2a_coverage_pct,eligible_for_capacity_simulation
H4I8B,NUFFIELD HEALTH THE HOLLY HOSPITAL,X05,Other - Surgical Services,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,45,45,24.0,220.0,100.0,False
NT202,"NUFFIELD HEALTH, BOURNEMOUTH HOSPITAL",330,Dermatology Service,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,4,4,2.0,2.0,100.0,False
NT206,"NUFFIELD HEALTH, BRISTOL HOSPITAL (CHESTERFIELD)",X06,Other - Other Services,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,62,62,21.0,132.0,100.0,False
NT213,"NUFFIELD HEALTH, DERBY HOSPITAL",X02,Other - Medical Services,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,62,62,12.0,14.0,100.0,False
RTH,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,320,Cardiology Service,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,62,62,895.0,4143.0,100.0,False
RTH,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,330,Dermatology Service,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,62,62,1360.0,6383.0,100.0,False
RTH,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,301,Gastroenterology Service,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,62,62,560.0,3943.0,100.0,False
RTH,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,400,Neurology Service,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,62,62,16.0,3366.0,100.0,False
RTH,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,X02,Other - Medical Services,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,62,62,392.0,15756.0,100.0,False
RTH,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,X06,Other - Other Services,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,62,62,144.0,1391.0,100.0,False
RTH,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,X04,Other - Paediatric Services,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,62,62,1268.0,6599.0,100.0,False
RTH,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,X05,Other - Surgical Services,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,62,62,1268.0,5954.0,100.0,False
RTH,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,340,Respiratory Medicine Service,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,62,62,24.0,1537.0,100.0,False
RTH,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,410,Rheumatology Service,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,62,62,19.0,1289.0,100.0,False
RW6,PENNINE ACUTE HOSPITALS NHS TRUST,320,Cardiology Service,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,6,6,245.0,2223.0,100.0,False
RW6,PENNINE ACUTE HOSPITALS NHS TRUST,301,Gastroenterology Service,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,6,6,2480.0,10279.0,100.0,False
RW6,PENNINE ACUTE HOSPITALS NHS TRUST,300,General Internal Medicine Service,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,6,6,4.0,371.0,100.0,False
NEQ,PHOENIX HEALTH SOLUTIONS LIMITED HQ,301,Gastroenterology Service,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,62,62,131.0,396.0,100.0,False
NVC15,PINEHILL HOSPITAL,X02,Other - Medical Services,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,61,61,10.0,149.0,100.0,False
RHU,PORTSMOUTH HOSPITALS UNIVERSITY NATIONAL HEALTH SERVICE TRUST,320,Cardiology,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,9,9,219.0,945.0,100.0,False
RHU,PORTSMOUTH HOSPITALS UNIVERSITY NATIONAL HEALTH SERVICE TRUST,320,Cardiology Service,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,48,48,314.0,3057.0,100.0,False
RHU,PORTSMOUTH HOSPITALS UNIVERSITY NATIONAL HEALTH SERVICE TRUST,301,Gastroenterology,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,9,9,758.0,2485.0,100.0,False
RHU,PORTSMOUTH HOSPITALS UNIVERSITY NATIONAL HEALTH SERVICE TRUST,301,Gastroenterology Service,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,48,48,1998.0,6515.0,100.0,False
RHU,PORTSMOUTH HOSPITALS UNIVERSITY NATIONAL HEALTH SERVICE TRUST,X01,Other,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,9,9,479.0,3873.0,100.0,False
RHU,PORTSMOUTH HOSPITALS UNIVERSITY NATIONAL HEALTH SERVICE TRUST,X02,Other - Medical Services,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,48,48,30.0,3186.0,100.0,False
RHU,PORTSMOUTH HOSPITALS UNIVERSITY NATIONAL HEALTH SERVICE TRUST,X06,Other - Other Services,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,48,48,116.0,3252.0,100.0,False
RHU,PORTSMOUTH HOSPITALS UNIVERSITY NHS TRUST,320,Cardiology Service,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,14,14,490.0,3168.0,100.0,False
RHU,PORTSMOUTH HOSPITALS UNIVERSITY NHS TRUST,330,Dermatology Service,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,14,14,102.0,4045.0,100.0,False
RHU,PORTSMOUTH HOSPITALS UNIVERSITY NHS TRUST,301,Gastroenterology Service,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,14,14,1678.0,3762.0,100.0,False
RHU,PORTSMOUTH HOSPITALS UNIVERSITY NHS TRUST,X02,Other - Medical Services,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,14,14,34.0,2930.0,100.0,False
RHU,PORTSMOUTH HOSPITALS UNIVERSITY NHS TRUST,X06,Other - Other Services,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,14,14,259.0,3586.0,100.0,False
NTPH2,PRACTICE PLUS GROUP HOSPITAL - EMERSONS GREEN,301,Gastroenterology,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,6,6,94.0,264.0,100.0,False
NTPH2,PRACTICE PLUS GROUP HOSPITAL - EMERSONS GREEN,301,Gastroenterology Service,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,62,62,240.0,526.0,100.0,False
NTP15,PRACTICE PLUS GROUP HOSPITAL - ILFORD,301,Gastroenterology,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,6,6,220.0,433.0,100.0,False
NTP15,PRACTICE PLUS GROUP HOSPITAL - ILFORD,301,Gastroenterology Service,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,62,62,83.0,126.0,100.0,False
NTPH5,PRACTICE PLUS GROUP HOSPITAL - PLYMOUTH,301,Gastroenterology,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,6,6,28.0,131.0,100.0,False
NTPH5,PRACTICE PLUS GROUP HOSPITAL - PLYMOUTH,301,Gastroenterology Service,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,62,62,57.0,117.0,100.0,False
NTPH1,PRACTICE PLUS GROUP HOSPITAL - SHEPTON MALLET,301,Gastroenterology,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,6,6,42.0,194.0,100.0,False
NTPH1,PRACTICE PLUS GROUP HOSPITAL - SHEPTON MALLET,301,Gastroenterology Service,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,62,62,87.0,164.0,100.0,False
NTP11,PRACTICE PLUS GROUP HOSPITAL - SOUTHAMPTON,301,Gastroenterology,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,6,6,322.0,355.0,100.0,False
NTP11,PRACTICE PLUS GROUP HOSPITAL - SOUTHAMPTON,301,Gastroenterology Service,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,62,62,125.0,448.0,100.0,False
NTPH3,PRACTICE PLUS GROUP SURGICAL CENTRE - DEVIZES,301,Gastroenterology,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,6,6,15.0,165.0,100.0,False
NTPH3,PRACTICE PLUS GROUP SURGICAL CENTRE - DEVIZES,301,Gastroenterology Service,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,62,62,99.0,182.0,100.0,False
NTP16,PRACTICE PLUS GROUP SURGICAL CENTRE - GILLINGHAM,301,Gastroenterology,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,6,6,157.0,231.0,100.0,False
NTPAD,PRACTICE PLUS GROUP SURGICAL CENTRE - ST MARYS PORTSMOUTH,330,Dermatology,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,6,6,71.0,197.0,100.0,False
NTPAD,PRACTICE PLUS GROUP SURGICAL CENTRE - ST MARYS PORTSMOUTH,330,Dermatology Service,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,5,5,1.0,1.0,100.0,False
NTPAD,PRACTICE PLUS GROUP SURGICAL CENTRE - ST MARYS PORTSMOUTH,301,Gastroenterology,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,6,6,178.0,250.0,100.0,False
NTPAD,PRACTICE PLUS GROUP SURGICAL CENTRE - ST MARYS PORTSMOUTH,301,Gastroenterology Service,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,62,62,342.0,479.0,100.0,False
NT428,PRINCESS MARGARET HOSPITAL,301,Gastroenterology Service,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,52,52,3.0,11.0,100.0,False
RPC,QUEEN VICTORIA HOSPITAL NHS FOUNDATION TRUST,X06,Other - Other Services,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,62,62,477.0,5124.0,100.0,False
NVC16,RENACRES HOSPITAL,X02,Other - Medical Services,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,61,61,116.0,1385.0,100.0,False
NVC19,RIVERS HOSPITAL,301,Gastroenterology Service,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,62,62,97.0,600.0,100.0,False
NVC17,ROWLEY HALL HOSPITAL,301,Gastroenterology Service,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,62,62,22.0,120.0,100.0,False
RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,320,Cardiology Service,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,62,62,82.0,3417.0,100.0,False
RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,340,Respiratory Medicine Service,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,62,62,11.0,1475.0,100.0,False
REF,ROYAL CORNWALL HOSPITALS NHS TRUST,320,Cardiology Service,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,62,62,79.0,2508.0,100.0,False
REF,ROYAL CORNWALL HOSPITALS NHS TRUST,330,Dermatology Service,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,62,62,804.0,3298.0,100.0,False
REF,ROYAL CORNWALL HOSPITALS NHS TRUST,X02,Other - Medical Services,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,62,62,406.0,5312.0,100.0,False
REF,ROYAL CORNWALL HOSPITALS NHS TRUST,X06,Other - Other Services,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,62,62,44.0,998.0,100.0,False
REF,ROYAL CORNWALL HOSPITALS NHS TRUST,X04,Other - Paediatric Services,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,62,62,76.0,723.0,100.0,False
REF,ROYAL CORNWALL HOSPITALS NHS TRUST,X05,Other - Surgical Services,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,62,62,826.0,2890.0,100.0,False
REF,ROYAL CORNWALL HOSPITALS NHS TRUST,340,Respiratory Medicine Service,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,62,62,5.0,583.0,100.0,False
RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,320,Cardiology Service,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,12,12,1237.0,3268.0,100.0,False
RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,330,Dermatology Service,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,12,12,840.0,3526.0,100.0,False
RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,301,Gastroenterology Service,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,12,12,3801.0,5235.0,100.0,False
RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,300,General Internal Medicine Service,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,12,12,297.0,1431.0,100.0,False
RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,400,Neurology Service,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,12,12,4.0,1366.0,100.0,False
RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,X02,Other - Medical Services,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,12,12,577.0,5355.0,100.0,False
RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,X06,Other - Other Services,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,12,12,387.0,5196.0,100.0,False
RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,X04,Other - Paediatric Services,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,12,12,17.0,1083.0,100.0,False
RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,X05,Other - Surgical Services,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,12,12,1530.0,4573.0,100.0,False
RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,340,Respiratory Medicine Service,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,12,12,101.0,1260.0,100.0,False
RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,410,Rheumatology Service,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,12,12,14.0,574.0,100.0,False
RH8,ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST,320,Cardiology Service,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,50,50,1037.0,6601.0,100.0,False
RH8,ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST,330,Dermatology Service,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,50,50,2375.0,5385.0,100.0,False
RH8,ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST,301,Gastroenterology Service,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,50,50,1936.0,2774.0,100.0,False
RH8,ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST,300,General Internal Medicine Service,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,50,50,63.0,113.0,100.0,False
RH8,ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST,400,Neurology Service,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,50,50,7.0,1702.0,100.0,False
RH8,ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST,X02,Other - Medical Services,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,50,50,524.0,7381.0,100.0,False
RH8,ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST,X06,Other - Other Services,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,50,50,94.0,1897.0,100.0,False
RH8,ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST,X04,Other - Paediatric Services,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,50,50,57.0,1305.0,100.0,False
RH8,ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST,X05,Other - Surgical Services,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,50,50,3257.0,6745.0,100.0,False
RH8,ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST,340,Respiratory Medicine Service,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,50,50,105.0,2088.0,100.0,False
RH8,ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST,410,Rheumatology Service,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,50,50,36.0,721.0,100.0,False
RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,320,Cardiology Service,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,62,62,375.0,9006.0,100.0,False
RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,330,Dermatology Service,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,62,62,536.0,9334.0,100.0,False
RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,301,Gastroenterology Service,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,62,62,692.0,7870.0,100.0,False
RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,300,General Internal Medicine Service,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,62,62,3.0,298.0,100.0,False
RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,400,Neurology Service,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,62,62,6.0,5833.0,100.0,False
RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,X02,Other - Medical Services,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,62,62,653.0,17676.0,100.0,False
RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,X06,Other - Other Services,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,62,62,36.0,1279.0,100.0,False
RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,X04,Other - Paediatric Services,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,62,62,465.0,5821.0,100.0,False
RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,X05,Other - Surgical Services,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,62,62,1975.0,14716.0,100.0,False
RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,340,Respiratory Medicine Service,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,62,62,12.0,6009.0,100.0,False
RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,410,Rheumatology Service,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,62,62,10.0,3073.0,100.0,False
RAN,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,X02,Other - Medical Services,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,62,62,223.0,745.0,100.0,False
RGM,ROYAL PAPWORTH HOSPITAL NHS FOUNDATION TRUST,320,Cardiology,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,38,38,742.0,1455.0,100.0,False
RGM,ROYAL PAPWORTH HOSPITAL NHS FOUNDATION TRUST,320,Cardiology Service,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,62,62,949.0,2205.0,100.0,False
RGM,ROYAL PAPWORTH HOSPITAL NHS FOUNDATION TRUST,340,Respiratory Medicine Service,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,62,62,489.0,2678.0,100.0,False
RGM,ROYAL PAPWORTH HOSPITAL NHS FOUNDATION TRUST,340,Thoracic Medicine,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,38,38,288.0,1291.0,100.0,False
RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,320,Cardiology Service,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,53,53,115.0,1020.0,100.0,False
RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,X02,Other - Medical Services,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,53,53,132.0,3038.0,100.0,False
RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,X06,Other - Other Services,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,53,53,38.0,519.0,100.0,False
RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,X04,Other - Paediatric Services,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,53,53,14.0,656.0,100.0,False
RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,X05,Other - Surgical Services,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,53,53,100.0,701.0,100.0,False
RA2,ROYAL SURREY NHS FOUNDATION TRUST,320,Cardiology Service,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,9,9,87.0,1132.0,100.0,False
RA2,ROYAL SURREY NHS FOUNDATION TRUST,301,Gastroenterology Service,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,9,9,3.0,1296.0,100.0,False
RA2,ROYAL SURREY NHS FOUNDATION TRUST,X02,Other - Medical Services,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,9,9,106.0,3306.0,100.0,False
RA2,ROYAL SURREY NHS FOUNDATION TRUST,X06,Other - Other Services,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,9,9,70.0,860.0,100.0,False
RA2,ROYAL SURREY NHS FOUNDATION TRUST,X04,Other - Paediatric Services,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,9,9,11.0,537.0,100.0,False
RA2,ROYAL SURREY NHS FOUNDATION TRUST,X05,Other - Surgical Services,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,9,9,78.0,765.0,100.0,False
RA2,ROYAL SURREY NHS FOUNDATION TRUST,410,Rheumatology Service,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,9,9,4.0,304.0,100.0,False
RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,320,Cardiology Service,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,62,62,258.0,3911.0,100.0,False
RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,301,Gastroenterology Service,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,62,62,214.0,2079.0,100.0,False
RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,X05,Other - Surgical Services,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,62,62,201.0,2045.0,100.0,False
NT431,RUNNYMEDE HOSPITAL,301,Gastroenterology Service,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,52,52,10.0,31.0,100.0,False
RM3,SALFORD ROYAL NHS FOUNDATION TRUST,320,Cardiology Service,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,6,6,24.0,1152.0,100.0,False
RM3,SALFORD ROYAL NHS FOUNDATION TRUST,330,Dermatology Service,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,6,6,133.0,10909.0,100.0,False
RM3,SALFORD ROYAL NHS FOUNDATION TRUST,301,Gastroenterology Service,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,6,6,931.0,2331.0,100.0,False
RM3,SALFORD ROYAL NHS FOUNDATION TRUST,400,Neurology Service,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,6,6,40.0,12472.0,100.0,False
RM3,SALFORD ROYAL NHS FOUNDATION TRUST,X02,Other - Medical Services,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,6,6,53.0,2802.0,100.0,False
RM3,SALFORD ROYAL NHS FOUNDATION TRUST,X06,Other - Other Services,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,6,6,7.0,106.0,100.0,False
RM3,SALFORD ROYAL NHS FOUNDATION TRUST,X04,Other - Paediatric Services,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,6,6,157.0,1968.0,100.0,False
RM3,SALFORD ROYAL NHS FOUNDATION TRUST,X05,Other - Surgical Services,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,6,6,797.0,4139.0,100.0,False
RNZ,SALISBURY NHS FOUNDATION TRUST,320,Cardiology Service,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,62,62,80.0,1998.0,100.0,False
RNZ,SALISBURY NHS FOUNDATION TRUST,330,Dermatology Service,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,62,62,12.0,475.0,100.0,False
RNZ,SALISBURY NHS FOUNDATION TRUST,301,Gastroenterology Service,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,62,62,281.0,1585.0,100.0,False
RNZ,SALISBURY NHS FOUNDATION TRUST,X02,Other - Medical Services,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,62,62,150.0,3506.0,100.0,False
RNZ,SALISBURY NHS FOUNDATION TRUST,X06,Other - Other Services,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,62,62,34.0,990.0,100.0,False
RNZ,SALISBURY NHS FOUNDATION TRUST,X05,Other - Surgical Services,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,62,62,304.0,1658.0,100.0,False
RNZ,SALISBURY NHS FOUNDATION TRUST,340,Respiratory Medicine Service,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,62,62,13.0,997.0,100.0,False
RNZ,SALISBURY NHS FOUNDATION TRUST,410,Rheumatology Service,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,62,62,11.0,665.0,100.0,False
RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,320,Cardiology Service,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,62,62,244.0,5338.0,100.0,False
RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,330,Dermatology Service,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,62,62,158.0,3474.0,100.0,False
RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,X02,Other - Medical Services,False,Excluded: treatment function is not in the configured decision-to-admit capacity-simulation specialty list.,62,62,64.0,3062.0,100.0,False
