context_id,trust_code,trust_name,specialty_code,specialty_name,horizon,base_value,sum_feature_contributions,base_plus_sum,model_output,approximation_error,absolute_approximation_error
2574,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,120,Ear Nose and Throat Service,12,1243.7029578369747,9198.991374676616,10442.69433251359,10442.694332513589,1.8189894035458565e-12,1.8189894035458565e-12
1917,REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,130,Ophthalmology Service,1,1062.6388593756922,8138.195821393922,9200.834680769614,9200.834680769614,0.0,0.0
1917,REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,130,Ophthalmology Service,6,1185.2732416216925,8699.006099762648,9884.279341384341,9884.279341384341,0.0,0.0
1917,REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,130,Ophthalmology Service,12,1282.6965155424707,9149.584973791985,10432.281489334457,10432.281489334455,1.8189894035458565e-12,1.8189894035458565e-12
1420,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,X02,Other - Medical Services,1,1045.3695019481002,8030.662103447372,9076.031605395472,9076.031605395472,0.0,0.0
1420,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,X02,Other - Medical Services,6,1162.02885500762,8672.85252161556,9834.88137662318,9834.88137662318,0.0,0.0
1420,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,X02,Other - Medical Services,12,1255.2245243276686,9106.097510824096,10361.322035151765,10361.322035151765,0.0,0.0
2609,RM3,NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST,502,Gynaecology Service,1,1061.6210140316339,7781.04434602932,8842.665360060953,8842.665360060953,0.0,0.0
2609,RM3,NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST,502,Gynaecology Service,6,1186.0239917536599,8451.901432601071,9637.925424354731,9637.925424354731,0.0,0.0
2609,RM3,NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST,502,Gynaecology Service,12,1285.4660192913586,9035.240590518997,10320.706609810355,10320.706609810353,1.8189894035458565e-12,1.8189894035458565e-12
1883,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,330,Dermatology Service,1,1023.6163731691028,7589.357341121355,8612.973714290458,8612.973714290458,0.0,0.0
1883,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,330,Dermatology Service,6,1135.3089416120886,8456.242452737648,9591.551394349737,9591.551394349739,-1.8189894035458565e-12,1.8189894035458565e-12
1883,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,330,Dermatology Service,12,1224.6568253368143,9089.476389442276,10314.13321477909,10314.133214779089,1.8189894035458565e-12,1.8189894035458565e-12
3377,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,110,Trauma and Orthopaedic Service,1,1050.6676262970843,7923.318732287057,8973.986358584141,8973.986358584143,-1.8189894035458565e-12,1.8189894035458565e-12
3377,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,110,Trauma and Orthopaedic Service,6,1153.2261474533987,8549.15951235682,9702.38565981022,9702.38565981022,0.0,0.0
3377,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,110,Trauma and Orthopaedic Service,12,1234.4736067586514,9071.920575132357,10306.394181891008,10306.39418189101,-1.8189894035458565e-12,1.8189894035458565e-12
2299,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,X02,Other - Medical Services,1,1126.4503459657233,8013.404130383287,9139.85447634901,9139.854476349012,-1.8189894035458565e-12,1.8189894035458565e-12
2299,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,X02,Other - Medical Services,6,1280.7667996469688,8513.535229910476,9794.302029557444,9794.302029557444,0.0,0.0
2299,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,X02,Other - Medical Services,12,1405.0852597542184,8892.112243719183,10297.1975034734,10297.197503473399,1.8189894035458565e-12,1.8189894035458565e-12
2515,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,130,Ophthalmology Service,1,1117.5565726250047,8060.559964063682,9178.116536688687,9178.116536688687,0.0,0.0
2515,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,130,Ophthalmology Service,6,1263.4053311783482,8529.009891474918,9792.415222653266,9792.415222653266,0.0,0.0
2515,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,130,Ophthalmology Service,12,1379.122703978544,8906.84555750418,10285.968261482725,10285.968261482725,0.0,0.0
1461,RA7,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,X04,Other - Paediatric Services,1,1068.1001227987074,8237.66970318029,9305.769825978998,9305.769825978998,0.0,0.0
1461,RA7,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,X04,Other - Paediatric Services,6,1184.964594982203,8650.920517189223,9835.885112171425,9835.885112171425,0.0,0.0
1461,RA7,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,X04,Other - Paediatric Services,12,1277.7653560027131,8959.374983784372,10237.140339787085,10237.140339787087,-1.8189894035458565e-12,1.8189894035458565e-12
1937,RET,THE WALTON CENTRE NHS FOUNDATION TRUST,400,Neurology Service,1,1021.0007735637182,7732.397525490424,8753.398299054143,8753.398299054144,-1.8189894035458565e-12,1.8189894035458565e-12
1937,RET,THE WALTON CENTRE NHS FOUNDATION TRUST,400,Neurology Service,6,1122.624506621121,8504.41408171736,9627.03858833848,9627.038588338482,-1.8189894035458565e-12,1.8189894035458565e-12
1937,RET,THE WALTON CENTRE NHS FOUNDATION TRUST,400,Neurology Service,12,1204.2734780947512,9013.416241591214,10217.689719685965,10217.689719685966,-1.8189894035458565e-12,1.8189894035458565e-12
3066,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,330,Dermatology Service,1,1101.6421397463337,7384.159686795587,8485.80182654192,8485.80182654192,0.0,0.0
3066,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,330,Dermatology Service,6,1230.304256106384,8193.220570665058,9423.524826771441,9423.524826771445,-3.637978807091713e-12,3.637978807091713e-12
3066,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,330,Dermatology Service,12,1332.8138725994972,8817.369961521405,10150.183834120902,10150.183834120902,0.0,0.0
1400,R1H,BARTS HEALTH NHS TRUST,X04,Other - Paediatric Services,1,1032.4486131946917,7782.520856756415,8814.969469951107,8814.969469951107,0.0,0.0
1400,R1H,BARTS HEALTH NHS TRUST,X04,Other - Paediatric Services,6,1141.3045265206633,8366.433706403968,9507.738232924632,9507.738232924632,0.0,0.0
1400,R1H,BARTS HEALTH NHS TRUST,X04,Other - Paediatric Services,12,1227.7362651392943,8884.14483378112,10111.881098920414,10111.881098920412,1.8189894035458565e-12,1.8189894035458565e-12
